NPO,服務項目,服務對象,網站,電子郵件,聯絡電話,所在縣市,聯絡人
財團法人老五老基金會,日間照顧、到宅服務、社區居住/照顧、志工培訓、管理、社會網絡與倡導,其他、社區居民、老人、身心障礙,http://www.ofo.org.tw/,ofo@ofo.org.tw,04-22463927分機11,台中市,游麗裡
財團法人老五老基金會-石牌中心,在宅服務、居家照顧、社區發展、權益倡導、志願服務、專業訓練、問安服務、康樂休閒、資訊提供、關懷訪視、健康維護,社區居民、老人、身心障礙,http://www.ofo.org.tw,,02-28282807,台北市,廖浩玉
財團法人聖功社會福利慈善基金會,教育輔導、社區居住/照顧、照顧者支持與訓練,婦女、兒童,http://www.livingstone.org.tw,fanie.liau@gmail.com,07-7457723,高雄市,劉芳儀
財團法人育成社會福利基金會,日間照顧、生活層面之支持與重建、就業服務、住宿服務、諮詢服務和轉介,組織專業、家庭、身心障礙,http://www.ycswf.org.tw/,yc830207@ms37.hinet.net,02-27052588,台北市,許培妤
財團法人育成社會福利基金會附設台北市私立育成裕民發展中心,就業輔導、收容安置、日間照顧、康樂休閒、資訊提供,身心障礙,,yume2002@ms65.hinet.net,(02)2821-8468,台北市,社工陳美倫 組長陳淑
財團法人至善社會福利基金會,生活層面之支持與重建、教育輔導、就業服務、社區營造/文化產業,社區居民、原住民、老人、婦女、青少年、兒童,http://www.friendshipcit.org/,citw@friendshipcit.org,02-23889118分機712,台北市,田舒瑜
財團法人臺中市私立信望愛智能發展中心,日間照顧、到宅服務、社區居住/照顧、社會宣導、職前準備及訓練,身心障礙,http://www.fhl.org.tw,fhl.center@msa.hinet.net,04-25356240,台中市,陳美惠
財團法人臺中市私立精神衛生社福基金會,,,http://www.tcmhf.org.tw,tcmhf105@outlook.com,04-25256465,台中市,賈治魯
財團法人臺中市私立聲暉綜合知能發展中心,臨時及短期照顧-身障者、輔助科技及無障礙環境協助、就業服務、諮詢服務和轉介、社會網絡與倡導,家庭、身心障礙,http://www.soundhome.org.tw/soundhome/index.php,dodocity520@yahoo.com.tw,04-25313420,台中市,張尚雯
財團法人臺北市喜樂家族社會福利基金會,,,http://www.joys.org.tw,agnes916@gmail.com,02-27035969分機204,台北市,李曉芬
財團法人臺北市松陽社會福利事業基金會,專業訓練、休閒/體育及文化活動、志工培訓、管理,其他、組織專業、青少年,,syswf1121@gmail.com,02-23317635分機0,台北市,王思涵
財團法人臺南市私立天主教美善社會福利基金會,,,http://www.straphael.org.tw,stra672@yahoo.com.tw,06-2365328,台南市,朱滿芳
財團法人臺南市私立蓮心園社會福利慈善事業基金會附設啟智中心,職業訓練、收容安置、托育服務、康樂休閒,社區居民、身心障礙,https://www.unitedway.org.tw/%E8%AB%8B%E5%A1%AB%E7%B6%B2%E5%9D%80,lsy.disable@msa.hinet.net,-06-6882711,台南市,鄭惠丹
財團法人臺灣基督教迦南會,生活層面之支持與重建、教育輔導、休閒/體育及文化活動、社區營造/文化產業、社會網絡與倡導,家庭、老人、婦女、青少年、兒童、身心障礙,http://canaan.org.tw,mlc0916@gmail.com,02-23629758分機0,台北市,張曼玲
財團法人臺灣省私立永信社會福利基金會,日間照顧、家屬或照顧者支持與訓練、住宿式照顧、社區居住/照顧、志工培訓、管理,其他、社區居民、組織專業、家庭、老人,http://yspswf.yungshingroup.com/,u90070@yungshingroup.com,04-26760181,台中市,陳盈如
財團法人臺灣省苗栗縣公館教會聚會所附設牧羊人之家,就業輔導、收容安置、親職教育,青少年,,b3344520@ms17.hinet.net,037-234973,苗栗縣,傅淑琴
財團法人良顯堂社會福利基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、諮詢服務和轉介、其他,其他、社區居民、家庭、婦女、青少年、兒童,http://www.lst.org.tw/,zhiyi1012@gmail.com,04-92911811分機114,南投縣,曾智翊
財團法人花蓮縣基督教福丁原住民發展中心,親職教育,家庭、兒童,https://www.unitedway.org.tw/%E7%84%A1,H541@xuite.net,,花蓮縣,江嫻慧
財團法人花蓮縣私立博愛居安廬老人安養中心,收容安置、日間照顧、安養服務、康樂休閒、關懷訪視、健康維護,老人,http://www.wretch.cc/album/HualienBoai,boaisn@ms67.hinet.net,03-8529789,花蓮縣,陳靜嫻
財團法人花蓮縣私立吉豐老人養護所,心理層面之支持、重建、諮商、臨時及短期照顧-身障者、復康復健、住宿式照顧、志工培訓、管理,疾病患者、原住民、老人、身心障礙,http://ji-feng168.myweb.hinet.net,monica@gmail.com,03-8663822分機101,花蓮縣,林雲蘭
財團法人花蓮縣私立美崙啟能發展中心,日間照顧、生活層面之支持與重建、臨時及短期照顧-身障者、就業服務、住宿服務,身心障礙,http://www.hmrwpa.com.tw,hualien.mrwpa@msa.honet.net,03-8237756,花蓮縣,洪聰正.莊心薇
財團法人苗栗縣私立大千社會福利慈善事業基金會,在宅服務、居家照顧、社區發展、輔具服務、其他,社區居民、原住民、老人、身心障礙,,slp.tom1221@msa.hinet.net,37357125,苗栗縣,梁英男
財團法人苗栗縣私立幼安教養院,日間照顧、臨時及短期照顧-身障者、社區居住/照顧、就業服務、住宿服務,原住民、家庭、老人、兒童、身心障礙,http://www.yuan.org.tw,lee50420@ms24.hinet.net,03-7260820,苗栗縣,李伊舒
財團法人苗栗縣私立新苗發展中心,日間照顧、生活層面之支持與重建、心理層面之支持、重建、諮商、住宿式照顧、社區居住/照顧,身心障礙,http:www.hsinmiao.myweb.hinet.net,smallchicken62@hotmail.com,03-7430430,苗栗縣,姬佩君
財團法人苗栗縣私立海青老人養護中心,日間照顧、臨時及短期照顧-身障者、社區居住/照顧、住宿服務、諮詢服務和轉介,其他、遊民、老人、身心障礙,http://www.haiching.org.tw/,miaoli.hc@gmail.com,03-7743433,苗栗縣,蔡琬琳
財團法人若竹兒教育基金會,臨時及短期照顧-身障者、志工培訓、管理、其他,家庭、身心障礙,http://www.rjrc.org.tw,rjrc2007@yahoo.com.tw,05-2209987,嘉義縣,邱佩婷
財團法人若竹兒教育基金會附設嘉義市私立若竹兒智能發展中心,職業訓練、就業輔導、日間照顧、權益倡導、早期療育、托育服務、親職教育、關懷訪視,身心障礙,,rounjw@mail.cyccatv.net.tw,05-2338063,嘉義市,陳韋龍
財團法人蘭智社會福利基金會,日間照顧、生活層面之支持與重建、社區居住/照顧、就業服務,身心障礙,http://www.lan-chui.org.tw/index.htm,lanchui2007@yahoo.com.tw,03-9510327,宜蘭縣,盧姜羽
財團法人護理人員愛滋病防治基金會,社會教育、推廣教育、權益倡導、專業訓練、資訊提供、宣導防治,其他、藥酒毒癮者、受刑人、疾病患者、社區居民、組織專業,http://www.napf.org.tw,napf@ms29.hinet.net,02-25317575,台北市,顧淑芳秘書
財團法人赤子心教育基金會,社會教育、推廣教育、權益倡導、輔導諮商、自殺防治、早期療育、志願服務、安親課輔、親職教育、資訊提供、法律諮詢、宣導防治,疾病患者、組織專業、婦女、兒童,https://www.unitedway.org.tw/www.adhd.org.tw%2893%E5%B9%B4%E5%95%9F%E7%94%A8%29,adhd@ms45.hinet.net,02-27361386/27361387,台北市,張靜萍
財團法人都市人基金會,醫療協助、社會教育、推廣教育、社區發展、輔導諮商、自殺防治、專業訓練、親職教育、宣導防治、關懷訪視,勞工、社區居民、組織專業、婦女、青少年、兒童、身心障礙,http://www.citypeople.org.tw,cityguy@giga.net.tw,-02-82839512,新北市,王克威 執行長
財團法人門諾社會福利慈善事業基金會,日間照顧、到宅服務、輔助科技及無障礙環境協助、住宿服務,老人、身心障礙,http://www.mf.org.tw,ting1395@mch.org.tw,03-8338009分機414,花蓮縣,張淑婷
財團法人門諾社會福利慈善事業基金會花蓮縣身心障礙福利服務中心,職業訓練、安養服務、在宅服務、居家照顧、早期療育、志願服務,,http://www.mf.org.tw,Grapevine@mch.org.tw,03-8227083,花蓮縣,周恬弘
財團法人開拓文教基金會,專業訓練、社區營造/文化產業、社會網絡與倡導、其他,其他、原住民、組織專業、婦女、身心障礙,http://www.frontier.org.tw,frontier.forum@gmail.com,02-23689895分機11,台北市,簡伶光
財團法人關懷長青文教基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、諮詢服務、社會宣導,社區居民、原住民、家庭、老人、婦女、兒童,http://tw.myblog.yahoo.com/oldman-service/,uelin@ms23.hinet.net,02-23054169,台北市,姚旭林
財團法人阿寶教育基金會,生活層面之支持與重建、志工培訓、管理,兒童、身心障礙,http://www.a-bao.org.tw/index/index.htm,abao.abao@msa.hinet.net,03-9357231分機21,宜蘭縣,蕭有妤
財團法人陳重光文教基金會,,,,sophiefan.tw@yahoo.com.tw,02-23331976,台北市,蘇玫瑾
財團法人陽光社會福利基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、復康復健、職前準備及訓練、社會網絡與倡導,燒燙傷患者、疾病患者、社區居民、身心障礙,http://www.sunshine.org.tw/,chuang@sunshine.org.tw,02-25078006分機615,台北市,莊麗真
財團法人陽光社會福利基金會附設中區服務中心,職業訓練、就業輔導、醫療協助、社會教育、推廣教育、經濟扶助、輔導諮商、自殺防治、志願服務、輔具服務、親職教育、關懷訪視,其他、燒燙傷患者,http://www.sunshine.org.tw,sun66688@ms27.hinet.net,04-23582336,台中市,社工員 社教專員 就輔
財團法人陽光社會福利基金會附設台北市私立陽光重建中心,日間照顧、輔具服務,,http://www.sunshine.org.tw,s4180692@ms71.hinet.net,02-25078006,台北市,劉維弘
財團法人陽光社會福利基金會附設私立南區服務中心,就業輔導、醫療協助、社會教育、推廣教育、經濟扶助、權益倡導、輔導諮商、自殺防治、志願服務、專業訓練、輔具服務、親職教育、資訊提供、法律諮詢、宣導防治、緊急生活重建、關懷訪視、健康維護,燒燙傷患者、身心障礙,http://www.sunshine.org.tw,sun66689@ms31.hinet.net,07-5587166,高雄市,葉明哲
財團法人陽光社會福利基金附設陽光之家,收容安置,燒燙傷患者,http://www.sunshine.org.tw,sun66690@ms67.hinet.net,02-89117320,新北市,林瑞嬌
財團法人雅文兒童聽語文教基金會,復康復健、輔助科技及無障礙環境協助、志工培訓、管理,家庭、身心障礙,http://www.chfn.org.tw,jessicachen@chfn.org.tw,02-26272877分機2201,台北市,陳俐靜
財團法人雅文兒童聽語文教基金會南區中心,社會教育、推廣教育、經濟扶助、早期療育、親職教育、資訊提供、宣導防治,身心障礙,http://www.chfn.org.tw,chfnkhh@chfn.org.tw,07-2860626,高雄市,周怡君
財團法人雙溪啟智文教基金會,到宅服務、社會網絡與倡導、其他,其他、家庭、身心障礙,http://twinbrook.pixnet.net/blog,shuang.hsi001@msa.hinet.net,02-25325002,台北市,洪敏惠
財團法人雙福社會福利慈善事業基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、休閒/體育及文化活動、志工培訓、管理,其他、老人、兒童、身心障礙,https://www.unitedway.org.tw/www..db.org.tw,db20020515@gmail.com,02-23922993分機12,台北市,林岱莉
財團法人雲林縣雲萱基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、性別及婚姻支持服務、社會網絡與倡導,其他、社區居民、家庭、老人、婦女、青少年、兒童,http://yunsen0512.pixnet.net/blog,unsen0716@yahoo.com.tw,05-5351952,雲林縣,王招萍
財團法人青年和平團,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、休閒/體育及文化活動、志工培訓、管理,遊民、社區居民、原住民、家庭、老人、婦女、青少年、兒童、身心障礙,http://www.foodbank.org.tw/front/bin/home.phtml,cypc.fb@gmail.com,02-29663368,新北市,陳大德
財團法人靖娟兒童安全文教基金會,專業訓練、心理層面之支持、重建、諮商、教育輔導、諮詢服務、社會宣導,其他、社區居民、組織專業、家庭、兒童,http://www.safe.org.tw/,ceo@safe.org.tw,02-2881-1200分機220,台北市,周金明
財團法人預防醫學基金會,其他,兒童,http://www.pmf.tw,alice@pmf.tw,02-27036080,台北市,蕭郁詩
財團法人高雄基督教信義醫院附設高雄市私立方舟養護之家,醫療協助、收容安置、日間照顧、安養服務、在宅服務、居家照顧、社區發展、經濟扶助、輔導諮商、自殺防治、志願服務、專業訓練、緊急庇護、送餐服務、康樂休閒、資訊提供、宣導防治、關懷訪視、其他,疾病患者、社區居民、老人、身心障礙,http://www.kch.org.tw,232@kch.org.tw,07-3321111,高雄市,楊佳儀社工員
財團法人高雄市基督教青年會,社會教育、推廣教育、志願服務、托育服務、安親課輔、親職教育、問安服務、康樂休閒、關懷訪視,社區居民、家庭、老人、青少年、兒童,http:/kh.ymca.org.tw,khymcaswd@gmail.com,07-7137466分機215,高雄市,石麗燕
財團法人高雄市林柔蘭社會福利基金會,,,https://www.unitedway.org.tw/%E7%84%A1,joulan.lin2426@yahoo.com.tw,07-6122426,高雄市,趙韋婷
財團法人高雄市私立博正兒童發展中心,早期療育、志願服務、專業訓練、輔具服務、托育服務、親職教育,兒童、身心障礙,http://www.pochild.org.tw/,sgechild@gmail.com,07-8010463,高雄市,陳紀妙
財團法人高雄市私立慈暉關懷學園,生活層面之支持與重建、心理層面之支持、重建、諮商、保護管束與更生保護、職前準備及訓練、住宿服務,青少年,https://www.facebook.com/pages/%E8%B2%A1%E5%9C%98%E6%B3%95%E4%BA%BA%E9%AB%98%E9%...,kcu9956@yahoo.com.tw,07-7471393,高雄市,胡靜婷
